CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
1082,P947144,f79cea55-b57b-4e1d-9437-8a801632a0af,Iron City,GA,Seminole,39859,30.9957,-84.80725,1085.0,Urban,America/New_York,"Engineer, energy",4.0,53.0,Bachelor's Degree,Full Time,17101.08,Never Married,Male,No,7.41,8.0,2.0,0.0,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,No,Credit Card (automatic),10.19,130.17,1756.82,5,5,4,4,4,4,5,3
1083,U721877,3beba6c0-3359-421f-9db3-620d79d36a2c,Bangor,MI,Van Buren,49013,42.30567,-86.10846,5596.0,Suburban,America/Detroit,Fast food restaurant manager,9.0,44.0,"Some College, Less than 1 Year",Retired,27325.58,Separated,Female,No,11.33,16.0,0.0,0.0,No,One year,Yes,No,None,Yes,No,No,No,Yes,Yes,No,No,Yes,Mailed Check,2.87,104.62,676.08,3,4,3,5,4,4,3,2
1084,J797305,cd292ab9-9ad9-49e4-a1a0-3e754018a028,Ponchatoula,LA,Tangipahoa,70454,30.40099,-90.37265,29440.0,Rural,America/Chicago,Exercise physiologist,1.0,31.0,Regular High School Diploma,Full Time,80892.92,Widowed,Female,No,11.48,15.0,0.0,0.0,,Month-to-month,No,Yes,DSL,,No,No,No,Yes,Yes,No,No,Yes,Electronic Check,7.29,117.98,1281.53,4,5,4,3,4,3,3,3
1085,M584587,0a8faa8c-c35b-495c-a913-d9d6c144735e,Saint Rose,LA,St. Charles,70087,29.97743,-90.31484,7665.0,Urban,America/Chicago,"Engineer, electronics",2.0,57.0,Regular High School Diploma,Unemployed,13376.86,Widowed,Male,Yes,9.32,11.0,0.0,0.0,Yes,One year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Credit Card (automatic),8.46,214.29,1155.87,3,3,4,2,5,2,3,3
1086,E110276,165b6868-9a3b-4cd5-b7f0-a3c6ef300862,Calexico,CA,Imperial,92231,32.68754,-115.54116,40019.0,Rural,America/Los_Angeles,"Psychotherapist, child",0.0,82.0,Nursery School to 8th Grade,Full Time,34563.57,Widowed,Female,No,39.14,8.0,0.0,1.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),17.02,232.75,1671.84,3,4,3,4,4,2,2,3
1087,W173695,db75e48f-2cb3-4dc6-8b6b-ec16067aa2b9,Brooksville,ME,Hancock,4617,44.36621,-68.73678,814.0,Urban,America/New_York,"Physicist, medical",1.0,47.0,Doctorate Degree,Full Time,27222.52,Never Married,Female,Yes,6.46,16.0,0.0,0.0,,Month-to-month,Yes,No,None,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Mailed Check,8.93,201.49,1389.61,4,5,3,6,4,5,4,4
1088,Y162634,cbaed784-f5b5-4cb3-95be-29f40baab649,Sierra Blanca,TX,Hudspeth,79851,31.28841,-105.31974,1428.0,Rural,America/Denver,"Therapist, nutritional",0.0,41.0,GED or Alternative Credential,Full Time,79189.23,Divorced,Prefer not to answer,Yes,6.07,13.0,1.0,1.0,No,One year,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,11.24,254.4,1882.52,3,3,3,2,3,3,3,5
1089,C30368,01e01f55-4c4d-4900-a5fa-9a5ccf447ff8,Goodland,MN,Itasca,55742,47.19551,-93.1365,361.0,Rural,America/Chicago,Insurance risk surveyor,8.0,41.0,Bachelor's Degree,Student,11354.23,Separated,Male,No,8.84,18.0,1.0,0.0,,Two Year,Yes,No,DSL,Yes,No,Yes,No,No,,Yes,Yes,No,Electronic Check,28.73,189.38,2094.49,3,4,4,3,4,2,3,2
1090,J410708,dcee0cb0-009e-402d-ab5d-a03e6f15a5a9,Chignik,AK,Lake and Peninsula,99564,56.29679,-158.41292,61.0,Urban,America/Anchorage,Equality and diversity officer,1.0,40.0,Bachelor's Degree,Full Time,41899.26,Divorced,Male,Yes,10.02,10.0,2.0,0.0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),6.68,202.57,1654.0,2,3,4,3,3,4,4,4
1091,R846970,3e364862-5901-4685-9b44-c5cfe3ee7bf8,Colorado Springs,CO,El Paso,80926,38.6458,-104.91865,1938.0,Rural,America/Denver,Financial planner,1.0,51.0,Regular High School Diploma,Student,25808.98,Divorced,Male,No,12.12,8.0,3.0,0.0,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,No,,Yes,No,Yes,Credit Card (automatic),5.82,152.46,1228.66,4,3,3,3,4,3,3,3
1092,M803578,c9d7066b-b99b-4f43-b0d8-dbb48f7db760,Natalbany,LA,Tangipahoa,70451,30.5484,-90.48091,0.0,Rural,America/Chicago,"Secretary, company",1.0,71.0,Professional School Degree,Part Time,40548.91,Divorced,Male,Yes,8.68,10.0,0.0,0.0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,18.97,181.25,1912.11,2,2,2,3,3,2,4,3
1093,B110246,4749f71c-1977-4588-91c6-d2f7ead469d5,Lexington,KY,Fayette,40513,38.01595,-84.60642,11100.0,Rural,America/New_York,Historic buildings inspector/conservation officer,0.0,76.0,Master's Degree,Full Time,96857.54,Never Married,Female,No,7.15,8.0,1.0,0.0,No,Month-to-month,No,No,Fiber Optic,No,No,No,Yes,No,Yes,No,Yes,No,Bank Transfer(automatic),19.98,182.52,1805.77,5,3,4,5,4,4,3,3
1094,N471149,7c2682ec-8c74-42bf-b0f2-031cabb81bc2,Powell Butte,OR,Crook,97753,44.2352,-121.01555,2377.0,Rural,America/Los_Angeles,Tourist information centre manager,4.0,25.0,"Some College, 1 or More Years, No Degree",Full Time,27775.18,Never Married,Male,No,5.38,12.0,1.0,0.0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Mailed Check,20.58,192.89,2026.99,4,3,4,3,2,4,6,4
1095,O211985,3e20896e-0338-4a4f-88cd-3f165fe425b4,Wheelwright,MA,Worcester,1094,42.35945,-72.13847,282.0,Suburban,America/New_York,Database administrator,4.0,83.0,Regular High School Diploma,Full Time,9843.69,Divorced,Male,Yes,9.64,12.0,2.0,1.0,,Month-to-month,Yes,No,DSL,No,No,No,No,No,,No,Yes,Yes,Electronic Check,6.79,139.94,772.2,3,3,4,5,3,4,4,3
1096,P526389,d588ef0d-9d2e-4489-ac9d-a4a3809a9fc2,Tohatchi,NM,McKinley,87325,36.00209,-108.62285,3089.0,Urban,America/Denver,Exhibition designer,1.0,44.0,Associate's Degree,Retired,39504.22,Never Married,Female,No,6.86,13.0,2.0,0.0,Yes,One year,No,No,DSL,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),7.17,145.92,658.1,4,5,4,3,3,5,4,4
1097,E555705,f37fccb9-9862-48bd-824e-f915f4bdbc16,San Ramon,CA,Contra Costa,94583,37.75515,-121.97273,35102.0,Suburban,America/Los_Angeles,Air broker,7.0,50.0,Associate's Degree,Part Time,162360.14,Never Married,Female,No,12.54,10.0,0.0,0.0,No,One year,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,,No,No,Yes,Mailed Check,17.0,159.03,1761.05,2,1,2,3,3,3,3,3
1098,L982121,8f519376-565b-4b69-a50e-c4db033ab761,Milfay,OK,Creek,74046,35.74988,-96.56322,127.0,Urban,America/Chicago,Stage manager,3.0,61.0,Regular High School Diploma,Full Time,43677.84,Separated,Female,No,44.58,8.0,1.0,1.0,Yes,One year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Mailed Check,8.96,214.78,1207.59,5,5,4,6,3,5,4,4
1099,P354965,f808cb03-554a-4d55-8ddd-aa13916ba206,Jackson,MS,Hinds,39202,32.31029,-90.17096,8013.0,Urban,America/Chicago,Facilities manager,4.0,63.0,"Some College, Less than 1 Year",Full Time,21406.32,Divorced,Female,Yes,18.46,14.0,2.0,0.0,No,Month-to-month,Yes,No,None,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),2.45,225.68,1647.68,3,3,4,5,2,4,2,4
1100,N729642,ebf9516f-8e36-41bc-b323-d4e86b593499,Apple Springs,TX,Trinity,75926,31.25151,-94.96273,1103.0,Rural,America/Chicago,Purchasing manager,2.0,43.0,Master's Degree,Full Time,37952.49,Widowed,Female,Yes,2.83,13.0,0.0,0.0,,Month-to-month,Yes,No,DSL,,No,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,13.76,210.07,2172.68,1,2,3,3,6,2,4,2
1101,L390162,c3912262-f6d4-4d77-8025-182d767d2420,Felicity,OH,Clermont,45120,38.82223,-84.08959,2750.0,Suburban,America/New_York,Outdoor activities/education manager,1.0,61.0,"Some College, Less than 1 Year",Unemployed,31964.0,Widowed,Male,Yes,3.04,12.0,1.0,0.0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Electronic Check,2.44,186.75,1092.13,2,2,2,2,3,3,3,1
1102,H176781,9882740c-9495-4a44-bda2-dce0f9d9b8a0,Moon,VA,Mathews,23119,37.44651,-76.28156,370.0,Urban,America/New_York,"Designer, ceramics/pottery",7.0,72.0,Regular High School Diploma,Full Time,59453.36,Never Married,Male,No,13.2,13.0,0.0,0.0,No,One year,No,No,DSL,,No,Yes,Yes,Yes,Yes,No,No,Yes,Mailed Check,8.28,143.19,1571.81,3,4,5,6,4,5,5,4
1103,L10400,579d776f-2f63-4fcb-b26f-bb852ec910cd,Red Devil,AK,Bethel,99656,61.85726,-157.5448,21.0,Rural,America/Anchorage,Charity officer,1.0,53.0,"Some College, 1 or More Years, No Degree",Retired,41706.5,Married,Female,No,9.33,7.0,0.0,0.0,Yes,One year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Yes,Mailed Check,9.28,149.13,972.39,4,4,4,4,3,3,5,3
1104,R255244,447f548e-e694-433f-a4fd-61fa082f7cac,Stanley,NC,Gaston,28164,35.39172,-81.03812,15099.0,Rural,America/New_York,Geochemist,0.0,32.0,"Some College, 1 or More Years, No Degree",Retired,68188.8,Separated,Male,No,10.75,18.0,0.0,0.0,No,Two Year,No,No,Fiber Optic,No,No,No,No,Yes,,No,No,No,Mailed Check,6.44,124.62,749.33,3,3,4,4,3,4,3,3
1105,W671969,ddeba4e2-f2ba-4cf5-bca6-2700dbf39b77,Anselmo,NE,Custer,68813,41.68512,-99.91471,459.0,Rural,America/Chicago,Immunologist,5.0,43.0,"9th Grade to 12th Grade, No Diploma",Full Time,25313.42,Divorced,Female,No,10.41,11.0,2.0,0.0,No,One year,No,No,Fiber Optic,,Yes,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,15.41,215.42,1764.94,4,4,3,4,3,3,4,4
1106,A259316,f4a55af9-6889-4cb8-8ebc-799b79974353,Alpine,TX,Brewster,79830,29.80008,-103.22466,7883.0,Suburban,America/Chicago,Operations geologist,3.0,54.0,"Some College, 1 or More Years, No Degree",Full Time,36145.87,Never Married,Female,No,9.85,6.0,0.0,0.0,No,Month-to-month,Yes,No,DSL,,No,Yes,Yes,No,No,No,Yes,No,Credit Card (automatic),13.47,151.58,1258.57,3,3,2,3,2,2,2,1
1107,W415781,9d776d77-ffc3-4ee5-b1c1-c088e7ee9a64,Carbondale,IL,Jackson,62903,37.6704,-89.27781,3211.0,Urban,America/Chicago,Biomedical scientist,3.0,53.0,Regular High School Diploma,Full Time,25275.73,Separated,Male,Yes,13.46,14.0,1.0,0.0,,Two Year,No,No,None,Yes,Yes,No,No,No,,Yes,Yes,No,Electronic Check,6.87,208.95,1177.74,2,2,2,4,5,3,3,3
1108,O952685,00772c11-7dc9-414c-bfb9-f7e04d857aee,San Antonio,TX,Bexar,78201,29.46876,-98.52824,46775.0,Rural,America/Chicago,"Journalist, broadcasting",4.0,57.0,"Some College, Less than 1 Year",Full Time,13442.2,Widowed,Female,Yes,10.73,12.0,1.0,0.0,No,Month-to-month,No,No,None,Yes,Yes,No,No,No,Yes,Yes,No,No,Electronic Check,7.52,150.56,1021.03,3,3,3,5,4,3,4,4
1109,J787742,2331217b-389f-4a8e-b7d6-2c0d0e1951ea,Fulton,MO,Callaway,65251,38.8471,-91.97837,21734.0,Rural,America/Chicago,"Engineer, mining",0.0,21.0,Associate's Degree,Full Time,20056.65,Separated,Female,Yes,15.92,9.0,1.0,3.0,Yes,Month-to-month,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,No,No,No,Mailed Check,1.76,129.74,746.95,3,3,4,3,4,2,4,5
1110,U668109,3d9f8339-aaff-423b-b603-e786c8b08fbf,Fe Warren Afb,WY,Laramie,82005,41.14781,-104.86451,574.0,Suburban,America/Denver,Land/geomatics surveyor,4.0,81.0,Associate's Degree,Unemployed,26031.22,Divorced,Male,Yes,7.31,15.0,2.0,1.0,,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),4.61,160.39,722.09,4,4,2,3,4,4,3,3
1111,Q11232,ab01590f-54cf-40ec-9f58-b658b14583c1,Matewan,WV,Mingo,25678,37.59035,-82.06497,1409.0,Suburban,America/New_York,"Designer, multimedia",2.0,39.0,Nursery School to 8th Grade,Retired,11835.48,Widowed,Male,No,13.09,12.0,1.0,0.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Mailed Check,30.84,153.22,1996.65,3,3,4,4,2,5,4,4
1112,D707565,070a3db8-9c8c-4f9f-98ad-a411dd580b44,Bryantown,MD,Charles,20617,38.54127,-76.85245,787.0,Suburban,America/New_York,"Sales professional, IT",3.0,34.0,Regular High School Diploma,Student,14595.56,Married,Female,Yes,4.13,14.0,2.0,1.0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Bank Transfer(automatic),11.45,121.72,1763.36,4,3,4,3,5,4,3,3
1113,Y107411,691b814b-c7a0-4e24-9bdb-d24e4c0d4f5a,Holabird,SD,Hyde,57540,44.51899,-99.60728,111.0,Urban,America/Chicago,Marine scientist,0.0,29.0,Bachelor's Degree,Full Time,46393.66,Married,Male,Yes,14.65,16.0,3.0,0.0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,No,No,No,Bank Transfer(automatic),10.3,160.22,1574.69,4,3,5,3,3,3,6,4
1114,U608200,5ec09a20-85a3-4e03-8425-38566cf4cff0,Los Angeles,CA,Los Angeles,90024,34.06568,-118.43506,50288.0,Rural,America/Los_Angeles,"Scientist, biomedical",3.0,32.0,Nursery School to 8th Grade,Full Time,19439.54,Married,Male,Yes,14.86,15.0,1.0,1.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,,No,Yes,No,Electronic Check,5.9,138.9,1259.47,4,3,4,3,4,3,4,3
1115,D33792,1a4824ad-897a-41b4-8881-9300a297f638,Sagamore Beach,MA,Barnstable,2562,41.78718,-70.52691,3052.0,Urban,America/New_York,Glass blower/designer,0.0,41.0,No Schooling Completed,Full Time,25938.26,Divorced,Male,Yes,9.61,20.0,3.0,0.0,No,Month-to-month,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Yes,Yes,No,Bank Transfer(automatic),8.69,210.41,1316.77,2,3,2,2,3,3,4,3
1116,W698821,010841a2-d700-4fc5-92fa-5a5c1e264a9c,Texhoma,OK,Texas,73949,36.57949,-101.92065,1523.0,Suburban,America/Chicago,Risk manager,3.0,80.0,Master's Degree,Full Time,132334.77,Separated,Male,No,13.35,9.0,0.0,0.0,No,One year,No,Yes,Fiber Optic,No,Yes,No,No,No,,Yes,Yes,Yes,Mailed Check,17.56,240.34,2136.13,4,3,3,3,4,2,5,3
1117,X106926,48e9880b-977a-405b-ad8c-c8efe6c34963,Fackler,AL,Jackson,35746,34.82902,-85.99594,604.0,Suburban,America/Chicago,Geophysical data processor,0.0,45.0,"9th Grade to 12th Grade, No Diploma",Student,70839.0,Married,Female,No,12.65,7.0,3.0,4.0,No,One year,No,No,DSL,Yes,No,No,No,Yes,Yes,No,No,Yes,Credit Card (automatic),1.29,117.8,699.48,4,4,3,2,3,3,2,3
1118,W984859,d0015a18-c320-4d76-b090-d5b1a2c7efee,Lanesborough,MA,Berkshire,1237,42.54971,-73.26265,2580.0,Suburban,America/New_York,Manufacturing systems engineer,4.0,47.0,"Some College, Less than 1 Year",Student,26605.39,Divorced,Female,Yes,33.55,15.0,2.0,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),3.64,270.6,1115.58,4,4,3,4,3,2,2,2
1119,E624783,a054df9d-dffd-42bb-ba05-ec5247f427fe,Dell City,TX,Hudspeth,79837,32.19025,-105.26698,278.0,Urban,America/Denver,Special effects artist,0.0,58.0,"9th Grade to 12th Grade, No Diploma",Full Time,30637.35,Widowed,Male,Yes,6.52,10.0,2.0,1.0,,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,20.7,226.02,2926.29,5,4,4,3,4,3,4,3
1120,P05538,3e3d12c1-ccd4-4e84-945e-10102fa35b21,Omaha,NE,Douglas,68132,41.26466,-96.00236,14569.0,Suburban,America/Chicago,"Nurse, learning disability",0.0,47.0,Regular High School Diploma,Full Time,77774.13,Married,Female,No,6.39,11.0,1.0,0.0,No,One year,No,Yes,None,Yes,No,No,Yes,Yes,,No,No,No,Mailed Check,1.21,114.65,284.08,3,3,2,3,4,3,3,2
1121,D02602,355840e4-37f1-4f92-baf8-54e838d27b49,Dover Plains,NY,Dutchess,12522,41.72042,-73.59681,4833.0,Urban,America/New_York,Insurance claims handler,8.0,31.0,"9th Grade to 12th Grade, No Diploma",Student,5208.36,Married,Male,No,6.67,15.0,2.0,0.0,No,Month-to-month,No,Yes,None,,No,Yes,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),21.57,143.7,1696.54,5,6,6,4,4,5,3,3
1122,E570609,60021233-8507-43d2-aadc-c7ce9151a710,El Paso,TX,El Paso,79905,31.76655,-106.42483,22447.0,Suburban,America/Denver,Corporate treasurer,0.0,53.0,"9th Grade to 12th Grade, No Diploma",Retired,8085.85,Never Married,Female,No,9.6,11.0,3.0,1.0,No,Month-to-month,No,No,None,Yes,No,Yes,No,No,No,No,No,Yes,Electronic Check,3.15,83.68,305.77,4,4,4,4,4,2,5,2
1123,X108318,7fcc0f8c-723d-48b8-b158-24770a503a28,Wild Rose,WI,Waushara,54984,44.18831,-89.21757,3172.0,Rural,America/Chicago,"Librarian, public",3.0,78.0,Master's Degree,Full Time,66146.86,Married,Male,Yes,12.9,17.0,2.0,0.0,No,Month-to-month,No,No,DSL,No,No,Yes,No,Yes,,Yes,No,Yes,Mailed Check,8.69,133.33,1524.8,4,4,5,3,4,5,5,3
1124,W628853,f18fe0e8-96de-4440-a455-2ede0fa20a33,Vinita,OK,Craig,74301,36.67738,-95.22876,11499.0,Rural,America/Chicago,"Scientist, research (life sciences)",0.0,57.0,Regular High School Diploma,Full Time,47757.95,Never Married,Female,Yes,6.81,12.0,2.0,1.0,No,Month-to-month,No,No,DSL,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Electronic Check,6.36,184.22,906.27,3,3,2,3,4,4,2,2
1125,Q531386,c3111635-0092-4d32-8071-b9492a5b0b0c,Oakville,CT,Litchfield,6779,41.59472,-73.08166,8248.0,Urban,America/New_York,Ecologist,1.0,51.0,Bachelor's Degree,Part Time,21861.69,Widowed,Male,Yes,12.82,9.0,0.0,0.0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),2.07,203.98,676.21,5,5,5,2,6,4,3,3
1126,O595578,97054b34-960c-44e7-a451-0caf776d39a5,Ottawa,IL,LaSalle,61350,41.37256,-88.86337,23835.0,Urban,America/Chicago,Structural engineer,2.0,25.0,Bachelor's Degree,Full Time,41446.86,Never Married,Female,No,9.57,9.0,1.0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,3.48,161.55,637.91,5,5,6,4,4,4,4,4
1127,J37804,c7a97bfd-dd2f-4f4d-a056-3ce65970c3cf,Beech Creek,PA,Clinton,16822,41.15516,-77.70409,2115.0,Suburban,America/New_York,Dancer,0.0,23.0,Bachelor's Degree,Full Time,20552.74,Married,Male,No,11.06,11.0,0.0,0.0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,No,Electronic Check,8.63,167.74,1142.43,5,4,3,4,4,3,5,4
1128,L110083,e6f15d41-56fd-4578-a00b-591c7324b4ca,Mansfield,WA,Douglas,98830,47.89516,-119.51456,581.0,Rural,America/Los_Angeles,"Buyer, retail",1.0,78.0,Regular High School Diploma,Full Time,52729.59,Divorced,Female,No,39.63,13.0,2.0,0.0,,One year,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,No,No,Credit Card (automatic),22.17,143.58,1825.99,3,3,3,4,3,3,3,6
1129,A225434,34a868e4-22a0-4923-944b-a76a67fcaf58,Grafton,ND,Walsh,58237,48.41406,-97.40539,5264.0,Urban,America/Chicago,Building control surveyor,1.0,39.0,Master's Degree,Full Time,31026.92,Separated,Male,No,12.75,10.0,2.0,0.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Mailed Check,6.19,161.64,803.39,5,4,4,3,4,5,4,6
1130,Z731991,c319e9de-72cd-4c56-9257-757807b1c61f,Westpoint,TN,Lawrence,38486,35.17056,-87.5451,702.0,Urban,America/Chicago,"Surveyor, building control",1.0,80.0,"Some College, 1 or More Years, No Degree",Full Time,11252.3,Divorced,Male,No,18.68,10.0,3.0,0.0,,One year,No,No,None,No,Yes,No,Yes,Yes,Yes,No,No,No,Electronic Check,9.07,161.13,1008.64,5,4,5,4,2,5,3,5
1131,C658180,06dcd0f6-b37a-4114-b1a4-f972fb3f801a,Bridgeport,OR,Baker,97819,44.48545,-117.76039,28.0,Rural,America/Los_Angeles,Diagnostic radiographer,1.0,31.0,Master's Degree,Student,35810.35,Married,Female,No,3.13,11.0,1.0,0.0,No,One year,No,Yes,None,Yes,Yes,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),1.85,136.47,507.6,3,3,4,2,3,4,3,5
1132,Y396609,f614b1db-9bc1-4809-bb0e-06c225ec0d33,Pasadena,MD,Anne Arundel,21122,39.11839,-76.50162,60461.0,Rural,America/New_York,"Scientist, physiological",0.0,42.0,"Some College, 1 or More Years, No Degree",Full Time,34192.55,Never Married,Male,No,12.07,10.0,1.0,1.0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,3.12,194.21,875.12,4,4,2,4,3,3,4,4
1133,G740292,1f1cb5da-dfb9-4ea7-a64a-b08634fcc7ce,Raleigh,IL,Saline,62977,37.85397,-88.5449,744.0,Urban,America/Chicago,Clinical biochemist,0.0,70.0,"9th Grade to 12th Grade, No Diploma",Unemployed,37518.71,Divorced,Female,Yes,10.6,8.0,2.0,0.0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),10.24,173.52,861.28,4,3,2,4,4,4,4,3
1134,D480469,43e91675-7139-4c52-b5e5-3aac0d5c859a,Westcliffe,CO,Custer,81252,38.10886,-105.42017,4003.0,Suburban,America/Denver,Child psychotherapist,0.0,20.0,Bachelor's Degree,Student,10245.51,Divorced,Female,Yes,8.94,10.0,0.0,0.0,No,Month-to-month,No,Yes,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,1.49,222.02,830.55,3,2,2,1,4,2,4,3
1135,K179771,9090d004-4e86-4298-a9e7-dc3c33a3bce6,Plant City,FL,Hillsborough,33566,27.99276,-82.11636,20602.0,Suburban,America/New_York,Trade union research officer,5.0,41.0,Nursery School to 8th Grade,Full Time,10530.09,Never Married,Female,Yes,7.77,11.0,0.0,0.0,No,Month-to-month,Yes,No,DSL,,Yes,No,Yes,No,No,No,No,No,Mailed Check,18.66,149.2,2287.74,1,2,3,4,4,4,3,3
1136,R818123,4c1aa39a-fe32-465e-96fb-2d9cd71cdc54,Findley Lake,NY,Chautauqua,14736,42.14089,-79.74611,270.0,Suburban,America/New_York,Housing manager/officer,3.0,53.0,Nursery School to 8th Grade,Full Time,22898.91,Never Married,Female,Yes,13.14,12.0,1.0,1.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,,Yes,Yes,Yes,Credit Card (automatic),8.72,253.64,1407.13,3,4,4,4,2,3,4,4
1137,I284196,b2caf7d1-bf17-4c56-9c87-9d8056ac6815,Colorado Springs,CO,El Paso,80904,38.86065,-104.87201,20235.0,Rural,America/Denver,Adult nurse,0.0,45.0,Regular High School Diploma,Full Time,30814.46,Widowed,Male,Yes,4.6,10.0,1.0,0.0,,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),14.58,187.24,2091.18,3,4,4,3,4,4,3,3
1138,M881138,50ef0858-859a-4275-99b9-55ebca3ae459,Bear Lake,MI,Manistee,49614,44.43873,-86.11643,2824.0,Urban,America/Detroit,Armed forces training and education officer,1.0,60.0,"Some College, 1 or More Years, No Degree",Full Time,53777.29,Married,Male,No,10.75,6.0,0.0,0.0,Yes,One year,No,No,DSL,Yes,Yes,No,No,Yes,No,No,No,No,Mailed Check,4.26,138.99,995.11,4,4,5,3,4,4,2,3
1139,L698879,60d6e52e-f871-4f2c-953b-5023e237e278,Independence,MO,Jackson,64052,39.07339,-94.4502,20297.0,Suburban,America/Chicago,"Producer, radio",5.0,27.0,Professional School Degree,Full Time,44064.71,Divorced,Female,No,7.37,17.0,1.0,1.0,No,Month-to-month,Yes,Yes,None,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,9.34,163.39,1241.31,5,5,5,3,4,4,2,3
1140,B548061,fdd2a958-298a-4881-935c-4c42d7e8e6e8,Adams,KY,Lawrence,41201,38.06391,-82.72941,151.0,Urban,America/New_York,"Designer, jewellery",0.0,38.0,Professional School Degree,Full Time,58215.65,Never Married,Female,Yes,8.0,9.0,0.0,1.0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Mailed Check,4.15,242.26,1267.73,3,4,4,4,4,4,5,4
1141,I440855,26f65403-a0c2-4d33-ab1b-8e484eb79d21,Norwood,NJ,Bergen,7648,40.9933,-73.95089,5819.0,Suburban,America/New_York,Herpetologist,8.0,56.0,"Some College, Less than 1 Year",Full Time,30195.71,Separated,Male,Yes,12.04,12.0,2.0,0.0,Yes,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Electronic Check,2.76,168.39,1363.38,4,4,5,4,2,4,4,4
